LeagueIndex,Age,HoursPerWeek,TotalHours,APM,WorkersMade
Diamond,24,12,500,149.3976,0.000941
Platinum,21,10,730,91.311,0.00071761
Diamond,16,10,800,98.7642,0.0010589
Diamond,18,10,850,126.1446,0.0014811
Platinum,20,10,730,110.9574,0.0010444
Master,20,40,700,193.692,0.0019338
Diamond,18,16,950,372.6426,0.00073157
Diamond,28,16,730,109.9008,0.0007347
Master,18,14,500,211.2354,0.00077686
Platinum,23,20,800,83.3202,0.00072127
Gold,17,6,500,95.565,0.00086118
Master,17,6,148,125.3328,0.00082206
Gold,20,10,700,77.694,0.00077999
Diamond,25,6,800,88.5564,0.00059628
Master,24,2,730,121.4622,0.00076586
Platinum,18,8,100,56.097,0.00065451
Gold,18,8,500,135.8496,0.00082182
Master,16,16,1000,203.2608,0.0023446
Gold,23,8,700,149.4762,0.0014538
Gold,26,8,400,59.3598,0.00083926
Bronze,20,12,100,51.6534,0.00053097
Silver,34,2,110,61.0746,0.0011503
Gold,27,8,400,54.3882,0.00064552
Gold,21,6,300,88.4328,0.00077376
Platinum,29,10,400,76.443,0.00060644
Gold,33,20,1000,89.4624,0.0016445
Silver,19,20,120,86.0274,0.0012946
Bronze,37,12,300,22.0596,0.0003499
Platinum,18,8,200,94.17,0.00089064
Gold,24,8,150,121.5486,0.0020249
Gold,36,6,350,58.827,0.00037197
Master,27,10,730,158.2938,0.0011249
Diamond,21,24,700,107.9514,0.0011502
Diamond,24,12,600,96.2958,0.0012118
Platinum,30,70,2880,64.359,0.00096876
GrandMaster,21,10,730,132.4128,0.00077335
Diamond,27,8,700,111.8574,0.00095644
Silver,19,20,150,62.394,0.00056777
Gold,18,28,500,73.4898,0.00068221
Diamond,34,4,364,77.5512,0.00071322
Platinum,29,8,700,107.2092,0.0010397
Silver,30,2,240,54.84,0.00047345
Platinum,16,10,350,129.9708,0.0012687
Silver,19,4,400,80.4,0.0014843
Diamond,18,14,730,233.4966,0.00075088
Bronze,25,4,200,74.3232,0.00053852
Diamond,26,4,300,146.3508,0.0016421
Gold,19,20,500,49.047,0.00070986
Gold,28,28,56,100.5414,0.00050818
Silver,27,16,400,61.3848,0.00060358
Master,22,12,1000,209.148,0.0013096
Platinum,27,12,1200,65.6622,0.00054196
Platinum,21,28,730,173.9034,0.0011171
Silver,31,8,750,89.2404,0.00079848
Silver,31,12,60,95.5152,0.0008
Master,23,4,600,88.5822,0.00046614
Diamond,16,20,500,131.0706,0.00065903
Master,20,20,830,152.1852,0.0010492
Diamond,24,4,200,117.6942,0.0013506
Gold,30,6,650,53.6844,0.00063776
Platinum,19,12,500,216.4782,0.0015025
Master,24,14,2000,278.2188,0.0014937
Platinum,21,6,560,88.4742,0.00078291
Platinum,23,36,1500,96.6198,0.00051423
Platinum,20,8,400,158.139,0.001035
Diamond,16,56,1500,186.132,0.001343
Platinum,21,8,100,121.6992,0.0020145
Gold,20,28,400,134.2848,0.00093419
Platinum,22,6,400,88.8246,0.00047604
